MSG,4,0,0,78057B,0,2014/11/05,02:35:58.769,2014/11/05,02:35:58.769,,,425.3,63,,,-2752,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:36:11.231,2014/11/05,02:36:11.231,,,423.1,63,,,-2816,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:36:12.541,2014/11/05,02:36:12.541,,17575,,,39.681656,123.649212,,,0,,0,0
MSG,7,0,0,78057B,0,2014/11/05,02:36:12.950,2014/11/05,02:36:12.950,,17550,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:36:15.750,2014/11/05,02:36:15.750,,17400,,,39.68454,123.656437,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:36:16.267,2014/11/05,02:36:16.267,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:36:43.330,2014/11/05,02:36:43.330,,,420.8,63,,,-3392,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:36:43.596,2014/11/05,02:36:43.596,,16100,,,39.709152,123.718811,,,0,,0,0
MSG,7,0,0,78057B,0,2014/11/05,02:36:43.796,2014/11/05,02:36:43.796,,16100,,,,,,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:36:43.796,2014/11/05,02:36:43.796,,,,,,,,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:36:56.114,2014/11/05,02:36:56.114,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:36:56.318,2014/11/05,02:36:56.318,,15450,,,39.720337,123.747074,,,0,,0,0
MSG,3,0,0,78057B,0,2014/11/05,02:36:56.837,2014/11/05,02:36:56.837,,15425,,,39.720703,123.74803,,,0,,0,0
MSG,3,0,0,78057B,0,2014/11/05,02:36:57.092,2014/11/05,02:36:57.092,,15400,,,39.721069,123.748925,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:36:57.501,2014/11/05,02:36:57.501,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:36:58.009,2014/11/05,02:36:58.009,,,421.3,62.9,,,-3328,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:36:58.403,2014/11/05,02:36:58.403,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:37:07.409,2014/11/05,02:37:07.409,,,422.2,62.9,,,-3008,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:37:07.605,2014/11/05,02:37:07.605,,14850,,,39.730316,123.772331,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:37:20.559,2014/11/05,02:37:20.559,,,421.7,63.1,,,-3008,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:37:20.956,2014/11/05,02:37:20.956,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:37:44.339,2014/11/05,02:37:44.339,,,414.1,63,,,-1472,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:37:44.739,2014/11/05,02:37:44.739,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:37:45.324,2014/11/05,02:37:45.324,,,413.7,63.1,,,-1408,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:00.012,2014/11/05,02:38:00.012,,12850,,,39.776138,123.888941,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:00.816,2014/11/05,02:38:00.816,,,402,63.2,,,-1216,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:00.816,2014/11/05,02:38:00.816,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:03.411,2014/11/05,02:38:03.411,,12775,,,39.77916,123.896644,,,0,,0,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:04.080,2014/11/05,02:38:04.080,,12775,,,39.779632,123.897949,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:04.080,2014/11/05,02:38:04.080,,,,,,,,,,,,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:05.116,2014/11/05,02:38:05.116,,12750,,,,,,,,,,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:05.116,2014/11/05,02:38:05.116,,12750,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:05.377,2014/11/05,02:38:05.377,,12725,,,39.780807,123.900943,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:07.539,2014/11/05,02:38:07.539,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:12.861,2014/11/05,02:38:12.861,,12475,,,39.786894,123.916504,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:13.467,2014/11/05,02:38:13.467,,,390.4,63.4,,,-2240,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:13.467,2014/11/05,02:38:13.467,,,,,,,,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:14.284,2014/11/05,02:38:14.284,,,,,,,,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:15.290,2014/11/05,02:38:15.290,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:15.486,2014/11/05,02:38:15.486,,12375,,,39.789001,123.92196,,,0,,0,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:18.948,2014/11/05,02:38:18.948,,12250,,,39.791736,123.929016,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:19.201,2014/11/05,02:38:19.201,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:19.405,2014/11/05,02:38:19.405,,,385.9,63.4,,,-2304,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:19.855,2014/11/05,02:38:19.855,,,385.9,63.4,,,-2304,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:20.060,2014/11/05,02:38:20.060,,12200,,,39.792713,123.931519,,,0,,0,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:20.459,2014/11/05,02:38:20.459,,12175,,,39.793039,123.932373,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:21.109,2014/11/05,02:38:21.109,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:23.335,2014/11/05,02:38:23.335,,12075,,,39.795274,123.938171,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:23.538,2014/11/05,02:38:23.538,,,384.2,63.6,,,-2176,,,,,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:24.970,2014/11/05,02:38:24.970,,12025,,,,,,,,,,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:26.097,2014/11/05,02:38:26.097,,11975,,,,,,,,,,0
MSG,1,0,0,78057B,0,2014/11/05,02:38:28.726,2014/11/05,02:38:28.726,FM9231,,,,,,,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:28.726,2014/11/05,02:38:28.726,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:28.931,2014/11/05,02:38:28.931,,11900,,,39.799696,123.949646,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:29.965,2014/11/05,02:38:29.965,,,380.1,63.1,,,-2048,,,,,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:30.154,2014/11/05,02:38:30.154,,11850,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:30.154,2014/11/05,02:38:30.154,,11850,,,39.800812,123.952471,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:30.873,2014/11/05,02:38:30.873,,,379.2,63,,,-2048,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:32.259,2014/11/05,02:38:32.259,,11775,,,39.802414,123.956531,,,0,,0,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:33.160,2014/11/05,02:38:33.160,,11750,,,39.803187,123.958557,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:33.560,2014/11/05,02:38:33.560,,,377.5,62.9,,,-1984,,,,,0
MSG,1,0,0,78057B,0,2014/11/05,02:38:33.560,2014/11/05,02:38:33.560,FM9231,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:33.560,2014/11/05,02:38:33.560,,11725,,,39.803513,123.959351,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:33.957,2014/11/05,02:38:33.957,,,377.5,62.9,,,-1984,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:34.367,2014/11/05,02:38:34.367,,11700,,,39.804165,123.960938,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:34.771,2014/11/05,02:38:34.771,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:34.966,2014/11/05,02:38:34.966,,,376.6,62.8,,,-1984,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:34.966,2014/11/05,02:38:34.966,,11675,,,39.804611,123.962144,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:35.577,2014/11/05,02:38:35.577,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:37.753,2014/11/05,02:38:37.753,,,374.8,62.7,,,-1920,,,,,0
MSG,1,0,0,78057B,0,2014/11/05,02:38:38.546,2014/11/05,02:38:38.546,FM9231,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:38.735,2014/11/05,02:38:38.735,,11575,,,39.807495,123.969368,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:38.735,2014/11/05,02:38:38.735,,,373.9,62.6,,,-1920,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:39.383,2014/11/05,02:38:39.383,,,373,62.5,,,-1920,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:39.589,2014/11/05,02:38:39.589,,11550,,,39.808136,123.970921,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:39.783,2014/11/05,02:38:39.783,,,373,62.5,,,-1920,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:40.303,2014/11/05,02:38:40.303,,,373,62.5,,,-1856,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:43.526,2014/11/05,02:38:43.526,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:44.170,2014/11/05,02:38:44.170,,,369.9,62.5,,,-1856,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:44.432,2014/11/05,02:38:44.432,,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:44.828,2014/11/05,02:38:44.828,,,369.9,62.5,,,-1856,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:45.416,2014/11/05,02:38:45.416,,,369,62.4,,,-1856,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:45.677,2014/11/05,02:38:45.677,,,369,62.4,,,-1856,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:46.535,2014/11/05,02:38:46.535,,11325,,,39.813858,123.985131,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:46.739,2014/11/05,02:38:46.739,,,369,62.4,,,-1792,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:47.137,2014/11/05,02:38:47.137,,,369,62.4,,,-1792,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:47.851,2014/11/05,02:38:47.851,,,367.7,62.5,,,-1792,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:48.245,2014/11/05,02:38:48.245,,,,,,,,,,,,0
MSG,1,0,0,78057B,0,2014/11/05,02:38:48.245,2014/11/05,02:38:48.245,FM9231,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:48.644,2014/11/05,02:38:48.644,,,366.8,62.4,,,-1792,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:48.644,2014/11/05,02:38:48.644,,11275,,,39.815414,123.989072,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:49.219,2014/11/05,02:38:49.219,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:51.128,2014/11/05,02:38:51.128,,11200,,,39.817291,123.993729,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:51.328,2014/11/05,02:38:51.328,,,365,62.6,,,-1792,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:51.729,2014/11/05,02:38:51.729,,11175,,,39.817758,123.994934,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:51.729,2014/11/05,02:38:51.729,,,365,62.6,,,-1792,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:52.327,2014/11/05,02:38:52.327,,,,,,,,,,,,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:52.327,2014/11/05,02:38:52.327,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:52.523,2014/11/05,02:38:52.523,,11150,,,39.818527,123.996834,,,0,,0,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:53.132,2014/11/05,02:38:53.132,,11125,,,,,,,,,,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:53.132,2014/11/05,02:38:53.132,,11125,,,,,,,,,,0
MSG,1,0,0,78057B,0,2014/11/05,02:38:53.132,2014/11/05,02:38:53.132,FM9231,,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:53.342,2014/11/05,02:38:53.342,,,362.7,62.6,,,-1792,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:54.400,2014/11/05,02:38:54.400,,11100,,,39.819946,124.000305,,,0,,0,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:54.800,2014/11/05,02:38:54.800,,,362.7,62.6,,,-1792,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:54.994,2014/11/05,02:38:54.994,,11075,,,39.820226,124.001099,,,0,,0,0
MSG,7,0,0,78057B,0,2014/11/05,02:38:55.194,2014/11/05,02:38:55.194,,11075,,,,,,,,,,0
MSG,4,0,0,78057B,0,2014/11/05,02:38:55.194,2014/11/05,02:38:55.194,,,361.4,62.7,,,-1728,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:55.399,2014/11/05,02:38:55.399,,11075,,,39.820679,124.002268,,,0,,0,0
MSG,8,0,0,78057B,0,2014/11/05,02:38:55.399,2014/11/05,02:38:55.399,,,,,,,,,,,,0
MSG,3,0,0,78057B,0,2014/11/05,02:38:55.841,2014/11/05,02:38:55.841,,11050,,,39.820999,124.003044,,,0,,0,0
